customer_id,age,gender,subscription_type,monthly_fee,subscription_months,login_frequency,session_duration,support_tickets,payment_failures,last_active_days,customer_satisfaction,feature_usage_score,referrals,engagement_score,churn
101519,57,Male,Standard,23.88,59,8,19.65,0,0,9,5.8,67.4,0,38.0,0
101520,51,Male,Basic,10.05,8,8,9.9,1,0,1,8.2,55.7,2,38.2,0
101521,29,Female,Basic,7.87,49,1,6.23,2,0,28,8.4,41.4,1,30.4,1
101522,62,Male,Basic,7.53,40,7,43.51,1,1,9,8.2,93.0,1,52.6,0
101523,24,Female,Basic,7.43,36,5,16.18,3,1,15,8.7,85.6,0,47.4,1
101524,27,Male,Basic,10.27,42,5,6.57,0,0,4,8.0,33.6,0,29.3,0
101525,62,Other,Standard,19.979999999999997,38,5,9.79,0,1,8,6.6,70.9,0,38.1,0
101526,34,Female,Premium,37.52,6,6,18.88,0,0,37,8.5,42.2,0,34.8,0
101527,43,Female,Basic,9.280000000000001,17,9,14.55,1,0,8,7.5,56.7,0,38.1,0
101528,38,Male,Basic,7.25,40,6,49.99,4,2,4,8.3,45.6,0,38.8,1
101529,45,Female,Premium,41.17,45,3,19.67,0,0,2,9.6,0.0,0,22.9,0
101530,63,Female,Standard,19.88,47,9,37.29,1,0,3,7.4,31.4,0,32.9,0
101531,19,Male,Premium,39.230000000000004,36,8,1.59,2,0,1,8.5,61.8,0,39.7,0
101532,60,Male,Basic,7.41,28,5,21.45,0,0,7,7.5,30.2,2,28.9,0
101533,18,Male,Basic,9.39,57,10,15.37,1,0,13,6.6,60.9,1,38.2,0
101534,68,Female,Standard,19.16,47,13,14.01,2,0,3,6.8,61.3,0,40.0,0
101535,53,Female,Standard,20.63,23,14,9.1,1,0,5,9.1,31.4,0,35.6,0
101536,68,Female,Standard,20.319999999999997,31,7,22.38,3,0,3,9.5,76.9,0,48.1,0
101537,43,Male,Standard,21.57,46,9,19.26,1,0,16,6.6,23.4,0,26.9,0
101538,46,Male,Basic,9.02,11,7,4.6,1,0,31,6.0,61.9,1,34.6,1
101539,38,Female,Standard,16.27,20,10,26.88,0,0,3,4.3,88.1,0,43.0,0
101540,28,Male,Standard,21.97,32,12,4.58,2,0,3,5.5,51.5,0,33.0,0
101541,57,Female,Standard,18.119999999999997,17,4,7.67,1,0,10,3.8,66.8,0,30.5,0
101542,28,Female,Standard,17.779999999999998,57,9,2.3,3,2,0,9.7,76.1,0,47.0,0
101543,53,Male,Standard,19.9,42,12,6.52,2,0,19,6.1,75.6,0,41.6,0
101544,66,Female,Basic,10.59,38,8,28.94,3,0,9,4.3,63.2,0,34.8,0
101545,56,Male,Basic,8.93,6,10,25.9,3,0,24,10.0,40.0,0,39.9,0
101546,57,Female,Standard,18.909999999999997,1,9,26.19,3,0,8,4.7,70.9,2,38.1,0
101547,52,Male,Basic,9.21,37,13,59.49,3,3,20,8.5,49.3,1,44.9,1
101548,51,Female,Standard,22.82,4,3,13.36,2,0,0,5.3,43.8,0,26.7,1
101549,64,Male,Premium,39.980000000000004,31,8,27.49,0,0,0,8.7,72.2,0,46.1,0
101550,41,Male,Basic,8.05,11,9,34.97,2,0,19,7.7,64.2,2,43.0,1
101551,39,Female,Basic,8.07,17,8,4.99,1,1,26,5.0,45.4,0,28.2,1
101552,22,Male,Premium,39.49,7,5,14.05,0,1,4,6.7,56.8,1,34.5,0
101553,50,Female,Basic,10.47,52,6,9.28,0,0,23,8.4,38.6,0,32.4,0
101554,53,Male,Basic,10.96,35,5,27.6,0,1,6,10.0,60.4,0,43.7,0
101555,64,Female,Basic,10.24,2,8,1.83,0,0,6,5.3,83.8,1,39.9,0
101556,37,Male,Standard,18.31,40,3,31.66,1,0,12,5.2,54.0,2,31.6,1
101557,36,Female,Basic,9.14,37,8,13.96,3,0,1,8.5,52.8,1,38.4,0
101558,52,Male,Standard,21.459999999999997,58,11,6.43,0,0,2,6.7,49.2,0,34.4,0
101559,69,Male,Standard,17.7,57,6,39.8,1,2,37,10.0,59.6,0,45.3,1
101560,60,Male,Basic,9.06,37,12,19.68,1,0,7,6.6,76.2,0,44.2,0
101561,34,Female,Basic,11.18,10,9,31.2,1,3,24,8.2,33.7,0,34.5,1
101562,62,Male,Standard,21.74,12,4,3.26,0,0,1,8.8,49.2,1,34.7,0
101563,60,Female,Standard,19.599999999999998,17,5,2.29,0,0,19,6.7,73.8,0,38.3,0
101564,51,Female,Basic,9.17,46,5,21.34,0,0,12,7.0,76.4,0,41.8,0
101565,26,Male,Basic,7.35,26,6,17.28,1,1,23,9.0,48.7,0,37.5,1
101566,43,Female,Standard,21.04,5,9,7.49,1,0,3,8.0,68.3,3,41.8,0
101567,19,Male,Premium,42.63,5,6,11.3,2,0,68,9.6,49.6,1,38.3,1
101568,26,Male,Basic,15.120000000000001,56,9,4.52,2,2,5,6.1,38.0,0,28.6,0
101569,26,Female,Standard,20.759999999999998,38,7,7.38,0,1,9,6.9,71.2,0,39.5,0
101570,57,Female,Basic,9.89,47,9,11.36,0,0,3,6.8,44.8,0,32.8,0
101571,34,Female,Basic,8.15,27,12,18.66,2,0,5,5.6,69.5,0,40.1,0
101572,18,Male,Basic,6.23,5,7,7.48,3,0,52,8.2,41.3,0,33.1,1
101573,42,Male,Standard,20.34,8,5,38.53,1,0,8,6.2,41.2,1,31.5,0
101574,60,Male,Standard,24.689999999999998,31,3,14.67,1,0,0,7.5,53.7,0,34.2,1
101575,57,Female,Premium,42.53,33,8,14.99,1,2,10,8.1,61.5,0,40.3,0
101576,59,Female,Standard,22.22,21,9,16.35,1,3,30,8.7,54.9,0,40.2,1
101577,42,Female,Premium,40.480000000000004,35,10,21.85,2,1,15,5.6,37.3,1,29.8,0
101578,56,Male,Basic,10.71,21,10,21.3,1,0,10,9.0,80.1,1,49.4,0
101579,52,Male,Basic,5.140000000000001,51,11,18.42,2,0,38,7.7,43.0,0,35.8,0
101580,20,Male,Premium,41.52,15,7,13.34,2,0,10,6.8,68.8,0,39.2,0
101581,67,Male,Standard,18.83,36,8,3.5,1,0,0,9.7,75.6,0,46.5,0
101582,54,Male,Premium,38.59,59,12,28.64,3,1,7,5.8,63.9,2,40.0,0
101583,61,Female,Basic,9.34,57,6,10.43,0,1,36,6.1,73.3,1,38.3,1
101584,61,Female,Basic,9.280000000000001,2,1,24.76,1,0,1,6.9,69.9,1,38.0,1
101585,68,Female,Standard,18.549999999999997,30,12,21.98,1,0,14,7.7,40.9,0,36.1,0
101586,47,Male,Basic,10.02,58,8,3.99,0,1,10,5.0,74.8,0,36.9,0
101587,55,Male,Standard,18.869999999999997,28,11,23.85,1,1,18,8.6,52.5,0,41.1,0
101588,51,Female,Standard,20.189999999999998,17,11,17.06,1,2,3,8.1,52.6,0,39.4,0
101589,29,Male,Basic,7.02,44,10,31.35,0,1,51,8.3,27.4,0,33.3,0
101590,36,Female,Basic,9.56,20,5,32.84,1,0,18,10.0,66.1,1,46.0,0
101591,54,Female,Basic,7.800000000000001,40,8,5.52,1,0,7,4.8,37.6,0,25.5,0
101592,61,Male,Basic,8.71,29,6,35.26,0,0,3,7.3,59.1,1,39.2,0
101593,66,Female,Standard,20.279999999999998,5,9,17.75,2,1,1,8.6,72.3,2,45.4,0
101594,34,Male,Basic,6.78,25,4,3.47,1,0,0,2.2,37.1,0,17.9,1
101595,27,Female,Basic,8.35,10,7,16.89,1,2,1,6.8,68.1,1,39.4,1
101596,66,Female,Premium,41.13,19,9,12.37,1,0,32,7.9,99.5,0,51.5,0
101597,64,Male,Standard,17.159999999999997,41,6,23.58,0,1,21,5.4,65.2,1,36.0,0
101598,29,Male,Basic,13.55,48,7,36.67,0,0,1,9.0,33.8,2,35.7,0
101599,33,Female,Standard,22.4,1,9,6.66,3,0,29,3.4,39.1,0,23.8,1
101600,41,Female,Premium,39.0,47,10,53.77,1,0,9,8.7,41.9,1,40.9,0
101601,36,Male,Basic,8.42,34,4,10.24,2,0,31,7.4,48.0,2,32.3,1
101602,25,Female,Standard,20.389999999999997,57,14,38.2,2,1,11,10.0,51.2,0,46.6,0
101603,48,Male,Standard,17.099999999999998,14,9,21.04,2,0,6,4.3,92.2,1,43.1,0
101604,38,Male,Basic,5.99,25,8,35.81,1,1,2,4.7,43.5,0,30.4,0
101605,34,Male,Standard,19.069999999999997,26,5,3.1,1,0,8,10.0,31.9,1,32.4,0
101606,40,Male,Premium,39.72,21,10,31.26,2,0,1,6.7,83.8,0,47.0,0
101607,54,Male,Premium,40.18,16,4,13.71,1,0,12,5.0,42.0,2,26.1,1
101608,33,Other,Basic,8.76,10,8,9.18,1,0,25,8.2,42.7,0,34.2,0
101609,23,Male,Basic,12.54,32,6,5.17,3,2,7,9.5,50.1,1,37.6,1
101610,25,Male,Premium,37.0,44,8,19.02,1,1,4,8.0,37.5,0,33.4,0
101611,42,Male,Standard,17.709999999999997,45,9,41.81,0,0,4,9.1,44.5,0,40.7,0
101612,35,Female,Basic,10.96,20,7,27.91,0,0,1,3.5,43.9,0,26.8,0
101613,42,Female,Standard,17.669999999999998,9,9,43.05,1,0,16,6.5,87.8,0,48.6,0
101614,29,Male,Basic,7.59,58,9,17.78,1,0,3,10.0,68.0,0,46.9,0
101615,32,Male,Basic,10.24,34,9,35.01,1,0,24,7.2,42.3,0,35.5,0
101616,43,Male,Premium,37.88,31,4,23.71,0,0,19,6.9,68.2,0,38.9,0
101617,58,Male,Basic,9.72,19,9,10.74,1,2,19,5.5,63.8,1,35.8,1
101618,62,Male,Basic,8.59,47,10,2.08,1,0,20,10.0,52.4,0,41.0,0
101619,43,Male,Basic,8.27,31,7,4.28,0,0,1,6.4,26.3,2,24.7,0
101620,64,Male,Standard,15.79,30,8,9.55,1,0,17,8.7,46.7,1,36.5,0
101621,49,Female,Basic,10.27,47,8,4.1,2,1,0,6.9,46.1,1,32.1,0
101622,27,Male,Standard,17.5,24,5,15.47,1,0,2,4.1,53.3,0,28.4,0
101623,33,Female,Standard,19.65,33,10,3.46,4,0,5,7.0,88.3,1,45.9,0
101624,24,Female,Premium,38.97,18,8,17.31,3,0,11,6.0,82.9,1,42.8,0
101625,34,Female,Basic,9.58,21,7,14.99,2,0,9,7.4,45.5,1,33.6,0
101626,40,Male,Premium,39.690000000000005,31,8,12.72,1,1,36,7.8,33.2,0,31.0,1
101627,43,Male,Basic,10.38,39,13,28.47,0,0,20,6.5,56.7,0,39.7,0
101628,38,Male,Standard,18.529999999999998,42,9,13.47,2,1,0,6.0,58.1,0,35.4,0
101629,39,Female,Standard,22.479999999999997,41,7,7.84,2,2,8,8.2,53.5,1,36.8,1
101630,24,Male,Basic,6.300000000000001,51,10,53.73,0,1,5,10.0,50.4,1,46.1,0
101631,31,Female,Standard,19.54,43,5,33.32,2,1,29,5.6,70.8,2,38.6,1
101632,32,Female,Basic,11.66,4,7,18.04,1,0,19,6.7,71.7,0,40.4,0
101633,24,Male,Basic,10.94,26,9,1.58,0,0,12,5.8,32.2,0,25.9,0
101634,26,Female,Basic,8.040000000000001,33,5,11.83,1,0,9,6.1,47.0,1,30.1,0
101635,68,Male,Standard,18.369999999999997,44,14,2.26,1,2,5,7.6,31.9,0,32.0,1
101636,65,Male,Basic,7.98,33,10,4.01,3,0,2,8.9,48.2,1,37.7,0
101637,25,Male,Basic,11.19,49,17,9.94,3,0,5,6.3,60.6,0,40.4,0
101638,67,Male,Basic,8.51,20,3,38.26,3,1,5,8.1,53.4,0,38.0,1
101639,40,Female,Standard,20.5,41,3,9.85,1,0,4,10.0,35.6,0,33.3,0
101640,46,Male,Standard,20.52,8,6,12.64,1,0,9,7.1,61.2,1,37.0,0
101641,35,Male,Basic,14.73,36,7,21.96,0,0,6,8.2,76.7,0,45.4,0
101642,48,Female,Basic,10.620000000000001,8,7,32.03,1,2,12,8.5,91.4,3,51.5,0
101643,47,Female,Standard,18.369999999999997,31,15,38.72,1,0,15,7.2,44.9,1,39.7,0
101644,69,Male,Standard,17.07,55,10,26.3,3,2,1,4.8,68.3,0,38.0,1
101645,56,Female,Standard,19.439999999999998,22,7,25.59,1,0,31,8.2,100.0,0,52.7,0
101646,52,Female,Premium,39.75,42,12,8.68,4,1,13,7.0,66.4,0,40.9,0
101647,35,Male,Basic,5.57,50,8,37.26,0,0,5,6.7,40.3,1,33.6,0
101648,59,Male,Premium,38.56,47,8,13.84,1,0,1,5.2,45.1,1,29.5,0
101649,56,Male,Basic,10.58,19,9,7.06,1,1,10,9.6,76.5,0,47.4,0
101650,34,Female,Premium,38.93,20,7,9.95,2,0,2,7.8,79.9,0,44.2,0
101651,31,Female,Basic,11.93,23,4,16.68,2,0,11,8.0,85.7,0,45.6,1
101652,48,Female,Standard,16.869999999999997,24,13,14.17,1,0,5,9.9,57.2,0,45.0,0
101653,41,Female,Basic,11.34,43,8,9.67,1,0,9,5.4,76.5,1,38.8,0
101654,52,Male,Basic,11.82,24,8,41.42,2,0,7,9.0,89.5,0,53.5,0
101655,61,Male,Premium,41.9,36,3,21.95,1,1,8,6.7,56.7,1,34.3,1
101656,62,Male,Standard,16.86,9,8,39.55,2,1,1,5.9,80.6,1,44.4,0
101657,51,Female,Premium,40.620000000000005,40,8,12.05,1,0,15,6.5,56.4,0,35.3,0
101658,20,Female,Standard,18.65,16,5,25.87,3,1,4,7.9,69.1,0,41.9,1
101659,54,Male,Standard,17.18,27,8,2.99,0,1,27,6.1,39.2,0,28.3,0
101660,60,Female,Basic,9.16,45,9,49.75,0,0,4,7.3,71.9,0,46.2,0
101661,57,Male,Premium,38.18,37,10,10.76,0,0,5,7.4,0.0,1,21.0,0
101662,43,Male,Standard,21.83,13,11,20.43,1,1,1,7.8,50.6,2,38.6,0
101663,40,Male,Standard,21.02,51,7,13.69,0,2,17,4.2,58.8,1,31.1,1
101664,61,Male,Standard,17.689999999999998,2,12,8.2,1,1,1,8.2,40.8,0,35.6,0
101665,56,Male,Standard,18.54,12,8,4.03,1,1,72,6.4,28.8,0,25.9,1
101666,32,Male,Premium,39.230000000000004,41,7,6.67,0,0,28,8.3,80.6,0,45.0,0
101667,66,Male,Basic,9.85,33,10,28.08,1,1,10,5.5,3.3,1,20.1,0
101668,21,Male,Basic,12.0,23,8,33.14,1,0,4,4.6,78.6,0,40.5,0
101669,46,Female,Basic,11.370000000000001,59,12,6.73,2,0,1,6.5,34.1,1,30.0,0
101670,39,Male,Standard,20.09,14,2,3.56,0,0,1,10.0,45.7,1,35.1,0
101671,42,Other,Basic,9.47,39,3,5.94,3,0,0,6.1,16.9,0,19.4,1
101672,30,Male,Basic,6.44,49,11,5.75,1,0,11,5.2,76.5,0,39.5,0
101673,35,Male,Basic,12.57,30,6,10.13,1,0,4,6.9,82.2,0,42.6,0
101674,50,Male,Standard,19.099999999999998,55,12,72.83,0,1,8,6.9,86.7,2,53.9,0
101675,33,Male,Standard,23.099999999999998,46,5,8.87,0,1,14,6.3,45.6,0,29.8,0
101676,62,Female,Basic,10.38,49,11,30.75,1,1,15,10.0,37.1,2,40.0,0
101677,59,Male,Premium,44.04,34,8,21.67,1,0,9,4.9,19.4,1,22.0,0
101678,61,Female,Premium,41.2,9,8,23.88,0,0,3,6.1,73.7,1,41.0,0
101679,19,Female,Basic,7.130000000000001,15,8,11.98,0,3,32,6.8,62.6,0,37.7,1
101680,52,Female,Standard,18.759999999999998,24,10,2.82,2,2,1,5.8,45.3,0,30.5,1
101681,59,Female,Standard,19.65,48,8,16.47,1,2,7,5.6,40.0,1,29.0,1
101682,51,Female,Basic,8.24,41,5,20.15,0,2,23,7.6,74.1,1,42.2,1
101683,47,Male,Basic,9.24,25,10,10.14,0,0,10,7.6,72.0,0,42.9,0
101684,30,Female,Standard,17.259999999999998,36,6,18.82,2,1,4,6.8,83.6,0,43.8,0
101685,30,Male,Standard,20.0,32,9,25.35,0,1,24,8.7,42.5,1,37.5,0
101686,35,Male,Basic,10.46,47,5,17.52,1,0,23,8.9,65.3,0,41.8,1
101687,49,Male,Premium,37.980000000000004,21,7,1.68,1,2,11,6.4,65.7,0,36.2,1
101688,49,Female,Standard,23.869999999999997,42,6,21.13,2,1,5,9.8,24.4,0,32.3,1
101689,52,Female,Standard,20.119999999999997,39,9,18.81,0,0,26,6.5,17.1,1,24.7,0
101690,56,Male,Basic,8.36,6,10,3.01,2,0,2,6.9,64.4,0,38.5,0
101691,63,Female,Standard,16.729999999999997,47,5,22.1,1,0,35,8.3,36.6,1,32.5,0
101692,69,Male,Basic,10.11,25,11,60.36,0,0,17,6.4,79.6,1,48.9,0
101693,46,Male,Standard,19.47,2,3,14.95,0,1,0,6.8,57.0,3,33.9,0
101694,66,Male,Standard,21.56,31,6,7.34,0,0,47,8.4,58.8,1,38.3,0
101695,46,Male,Standard,19.7,56,12,4.49,1,0,17,10.0,62.1,0,45.1,0
101696,61,Male,Basic,7.6,30,3,27.77,1,0,18,3.3,65.5,1,30.8,1
101697,33,Female,Standard,23.33,15,10,4.77,0,0,3,10.0,71.1,0,46.9,0
101698,61,Female,Premium,40.86,18,9,20.7,2,0,12,4.0,42.7,0,27.6,0
101699,64,Male,Standard,19.479999999999997,32,7,11.16,1,0,27,6.3,44.2,0,30.6,0
101700,27,Female,Basic,10.32,14,9,5.1,3,0,18,7.6,9.3,0,23.1,1
101701,47,Female,Standard,20.939999999999998,18,14,15.82,0,0,2,4.2,97.5,0,46.4,0
101702,42,Female,Basic,7.130000000000001,35,8,16.42,3,1,5,7.6,78.4,2,44.5,0
101703,56,Female,Premium,40.31,52,3,30.92,1,2,1,7.9,56.5,1,37.7,1
101704,37,Male,Standard,19.09,22,11,32.77,1,1,2,7.4,30.7,0,33.2,0
101705,22,Female,Basic,11.0,14,11,45.4,1,2,6,3.9,33.9,0,28.5,0
101706,18,Female,Basic,8.51,38,8,16.22,1,0,6,2.5,39.7,0,22.7,0
101707,47,Male,Basic,8.780000000000001,14,5,20.03,1,0,40,5.6,72.7,0,37.7,1
101708,66,Male,Premium,43.32,34,6,16.36,0,0,3,5.1,63.0,0,33.9,0
101709,20,Female,Basic,12.45,22,9,1.53,2,0,31,6.9,44.5,0,31.8,1
101710,62,Male,Standard,13.399999999999999,16,8,7.27,0,0,29,6.7,62.2,0,36.9,0
101711,31,Other,Premium,42.300000000000004,56,10,9.47,1,0,9,6.3,56.8,1,35.7,0
101712,47,Male,Basic,9.84,48,3,24.59,2,1,26,6.4,50.0,1,32.0,1
101713,67,Female,Standard,18.57,53,6,2.72,1,0,16,3.4,41.1,0,22.4,1
101714,21,Male,Standard,17.979999999999997,49,14,10.13,0,0,2,7.7,82.5,2,48.3,0
101715,35,Female,Standard,18.09,16,12,25.44,0,0,3,4.7,63.7,0,37.3,0
101716,54,Female,Basic,8.63,16,9,33.07,2,0,3,6.8,37.2,1,32.9,0
101717,42,Male,Basic,7.74,40,11,10.55,0,2,21,5.5,62.2,1,36.3,0
101718,65,Female,Standard,17.279999999999998,38,9,24.96,1,0,8,8.4,42.4,0,36.8,0
101719,18,Male,Premium,37.910000000000004,18,2,9.15,1,1,1,5.7,83.1,1,38.3,1
101720,63,Male,Basic,10.64,23,12,48.1,1,1,29,6.1,59.4,3,41.4,0
101721,32,Male,Basic,10.09,46,5,14.97,0,1,7,5.4,44.6,1,28.3,0
101722,26,Female,Basic,11.1,48,8,5.95,2,0,3,6.2,42.9,0,29.9,0
101723,32,Male,Premium,39.86,40,9,22.85,1,0,7,5.9,33.4,0,28.9,0
101724,66,Male,Basic,7.380000000000001,18,9,8.49,1,0,11,7.0,51.6,1,34.9,0
101725,41,Male,Premium,40.980000000000004,46,12,6.53,0,1,14,6.0,32.7,1,28.5,0
101726,21,Female,Basic,7.98,49,4,16.85,2,0,10,2.8,73.0,0,31.4,1
101727,29,Female,Premium,41.28,22,5,6.97,2,0,0,4.6,31.4,1,21.9,1
101728,54,Male,Standard,17.659999999999997,54,7,25.49,1,0,16,5.4,66.3,1,37.0,0
101729,54,Male,Standard,18.619999999999997,40,7,5.78,4,0,13,8.5,55.7,0,37.9,0
101730,60,Female,Basic,9.27,30,8,11.02,0,1,0,9.6,81.1,1,48.8,0
101731,23,Male,Standard,21.34,48,10,12.9,0,1,12,6.4,70.8,1,40.5,0
101732,56,Female,Basic,10.34,55,15,26.83,1,0,7,7.1,44.3,0,38.0,0
101733,63,Female,Basic,10.03,56,12,28.25,0,0,12,7.0,34.5,0,33.5,0
101734,41,Female,Basic,13.76,42,9,48.32,2,0,39,5.4,20.6,2,26.8,1
101735,28,Male,Premium,36.32,42,10,27.24,0,1,3,4.8,39.5,0,29.5,0
101736,30,Female,Standard,17.909999999999997,53,11,19.23,1,1,2,6.0,56.8,2,36.7,0
101737,51,Female,Standard,17.83,18,6,28.7,0,0,30,8.1,31.9,3,32.0,0
101738,42,Female,Standard,16.45,53,10,5.72,1,0,34,6.0,83.3,1,42.6,0
101739,24,Male,Basic,8.55,18,3,6.2,1,0,35,8.4,69.7,2,39.9,1
101740,69,Male,Premium,41.370000000000005,41,9,52.06,2,0,26,7.2,46.9,0,38.8,0
101741,21,Male,Standard,18.81,53,5,32.36,3,0,14,6.9,86.8,0,45.9,1
101742,25,Female,Standard,19.319999999999997,1,9,5.73,1,0,19,8.2,80.5,1,45.7,0
101743,37,Female,Standard,16.54,57,8,33.42,0,0,0,7.5,34.4,0,33.0,0
101744,46,Male,Premium,38.4,48,11,6.33,1,0,3,9.5,61.3,0,43.6,0
101745,68,Male,Premium,39.07,42,7,18.93,0,1,4,3.6,66.6,0,32.8,0
101746,62,Male,Standard,21.27,15,11,16.36,0,0,75,3.1,77.8,0,36.9,0
101747,63,Female,Basic,6.640000000000001,5,8,7.24,2,1,39,6.3,69.4,0,38.2,1
101748,27,Female,Standard,19.08,27,6,20.87,0,0,4,7.2,47.2,2,33.9,0
101749,60,Male,Standard,22.159999999999997,17,8,14.08,1,2,2,8.1,51.1,0,37.1,1
101750,51,Male,Basic,9.1,41,13,14.3,1,0,8,8.3,63.8,0,43.8,0
101751,43,Male,Basic,5.76,57,8,25.62,2,1,31,8.7,78.9,1,47.9,0
101752,58,Female,Standard,22.549999999999997,58,7,3.91,3,0,5,7.2,36.5,0,29.3,0
101753,66,Female,Standard,21.459999999999997,58,5,35.79,1,1,26,5.5,94.6,0,45.9,0
101754,20,Female,Standard,21.729999999999997,57,7,27.79,4,1,2,6.3,16.1,1,24.0,1
101755,23,Male,Basic,6.5,32,7,41.09,3,1,2,6.4,84.1,0,46.1,0
101756,22,Female,Standard,23.009999999999998,38,10,57.42,0,1,12,6.5,26.6,0,32.4,0
101757,22,Male,Standard,18.439999999999998,26,3,14.73,2,0,1,7.6,21.5,1,24.8,1
101758,64,Female,Basic,8.97,58,5,23.4,2,1,82,7.4,56.8,1,36.9,1
101759,40,Male,Basic,8.58,2,7,26.84,0,0,5,6.9,42.0,0,32.9,0
101760,66,Female,Premium,41.88,28,6,7.7,1,0,0,7.2,92.3,0,45.9,0
101761,26,Female,Standard,19.63,45,9,20.75,4,1,7,7.8,55.8,1,39.1,0
101762,52,Female,Basic,10.95,23,9,11.83,2,0,6,6.6,40.8,0,31.3,0
101763,37,Female,Premium,40.14,50,9,38.22,3,0,11,4.5,37.0,1,28.8,1
101764,66,Male,Basic,9.8,20,7,10.78,4,2,11,9.6,55.7,0,40.6,1
101765,59,Male,Premium,38.1,36,8,14.66,4,0,4,9.2,29.4,0,32.8,0
101766,52,Female,Basic,13.61,42,11,4.31,0,1,45,8.3,67.0,0,42.7,0
101767,67,Male,Basic,7.0600000000000005,55,7,9.72,1,0,11,7.6,29.4,0,28.6,0
101768,35,Male,Standard,20.81,22,12,12.22,2,1,7,7.4,32.2,0,31.8,0
101769,34,Male,Basic,10.74,11,6,2.68,4,0,19,7.4,43.9,1,31.3,1
101770,41,Female,Standard,22.299999999999997,28,2,41.3,1,0,0,5.1,37.6,2,27.1,1
101771,20,Male,Standard,22.77,45,6,26.75,1,0,18,6.2,20.5,0,24.5,0
101772,49,Male,Premium,39.72,58,10,18.43,0,0,14,5.5,54.6,0,34.4,0
101773,52,Male,Standard,21.049999999999997,55,11,19.27,1,0,5,10.0,82.6,0,52.4,0
101774,55,Male,Standard,23.52,22,8,29.66,1,0,14,8.2,85.1,0,49.2,0
101775,30,Female,Basic,9.86,17,3,29.46,2,0,6,5.0,38.4,1,26.3,0
101776,64,Other,Basic,7.86,31,4,32.33,1,1,1,8.5,73.8,0,44.7,1
101777,42,Female,Standard,19.22,11,9,7.35,0,0,14,6.8,87.8,1,45.3,0
101778,26,Male,Basic,7.380000000000001,36,3,10.94,0,0,2,5.8,88.2,0,40.8,0
101779,21,Female,Standard,20.729999999999997,14,5,10.35,1,0,16,5.2,84.0,2,39.2,0
101780,31,Female,Standard,22.119999999999997,35,8,16.43,0,0,9,6.3,45.4,0,32.0,0
101781,54,Male,Basic,9.75,23,7,26.43,1,0,10,4.7,56.6,0,32.8,0
101782,51,Female,Standard,16.75,29,10,10.56,0,0,2,6.3,60.5,1,36.9,0
101783,28,Female,Basic,12.030000000000001,23,12,2.04,2,1,9,3.6,19.0,1,19.1,1
101784,58,Female,Standard,16.439999999999998,44,5,11.77,2,0,16,2.7,56.7,1,26.2,0
101785,20,Female,Standard,16.9,59,8,16.41,0,2,52,5.1,76.8,1,39.1,0
101786,45,Male,Standard,19.63,36,7,28.23,1,1,0,9.9,72.3,0,48.1,1
101787,46,Male,Basic,10.49,16,12,15.9,0,0,18,9.3,86.3,1,52.3,0
101788,26,Female,Standard,20.83,39,5,5.84,1,0,3,9.9,40.3,1,35.0,0
101789,20,Male,Basic,9.86,20,14,23.64,2,0,3,4.5,55.3,1,35.2,0
101790,42,Male,Standard,23.509999999999998,25,9,21.04,2,0,20,5.5,75.2,0,40.4,0
101791,51,Female,Standard,20.119999999999997,19,8,33.44,2,0,6,8.9,30.2,1,34.6,0
101792,29,Female,Standard,22.06,26,13,13.57,1,0,9,8.8,71.2,0,47.0,0
101793,59,Male,Premium,41.56,32,10,60.09,1,0,38,7.6,100.0,0,56.9,0
101794,26,Female,Standard,17.4,50,11,28.18,1,1,0,3.7,54.3,0,32.3,0
101795,32,Female,Basic,9.65,21,7,7.92,3,0,4,9.3,26.9,0,31.0,1
101796,57,Female,Basic,14.24,9,5,32.38,1,1,3,9.7,66.4,0,45.4,1
101797,42,Male,Premium,38.980000000000004,43,8,10.05,0,0,1,6.6,35.2,0,28.9,0
101798,22,Male,Basic,8.64,19,12,5.13,3,0,27,5.2,51.7,0,32.5,0
101799,28,Male,Standard,20.33,49,7,49.22,0,0,4,6.0,51.0,0,36.3,0
101800,51,Male,Standard,19.049999999999997,57,9,17.15,4,0,52,9.0,71.6,0,45.9,1
101801,41,Male,Standard,18.4,21,9,3.43,2,0,10,8.7,63.7,0,41.4,0
101802,32,Male,Standard,19.02,18,6,23.5,2,0,17,6.0,28.4,1,26.1,1
101803,55,Male,Standard,22.849999999999998,6,3,5.7,3,0,1,6.6,18.0,2,20.7,1
101804,25,Female,Standard,19.72,35,8,17.77,3,1,18,8.4,45.1,1,36.3,1
101805,22,Male,Premium,37.33,14,10,3.47,1,1,4,7.1,72.6,0,41.4,0
101806,65,Female,Standard,16.97,9,10,9.12,4,0,21,6.9,65.4,1,39.4,0
101807,43,Female,Standard,24.4,35,9,29.07,1,0,43,4.8,96.8,1,46.4,0
101808,35,Male,Standard,19.54,2,7,27.64,0,0,7,3.5,31.9,0,23.1,0
101809,23,Female,Standard,20.86,51,10,21.88,1,2,11,9.0,48.1,0,39.9,0
101810,54,Female,Premium,38.45,6,6,4.05,4,1,6,6.5,81.0,0,40.8,1
101811,65,Male,Basic,10.63,35,8,14.7,1,0,0,7.8,74.9,1,43.7,0
101812,30,Female,Basic,12.91,57,11,15.89,1,0,1,6.6,35.2,1,31.0,0
